No.,Top1_sent,Top2_sent,Top3_sent,Top4_sent,Top5_sent,Top6_sent,Top7_sent,Top8_sent,Top9_sent,Top10_sent,Top11_sent,Top12_sent,Top13_sent,Top14_sent,Top15_sent,Top16_sent,Top17_sent,Top18_sent,Top19_sent,Top20_sent,Label
847,1,1,-1,-1,1,1,1,0,0,-1,0,0,0,-1,-1,1,1,0,-1,-1,1
848,0,0,1,0,1,0,-1,-1,1,0,-1,0,0,1,0,1,0,1,0,0,0
849,0,1,0,0,1,0,1,0,0,0,0,0,-1,1,0,0,0,0,0,-1,0
850,1,0,0,0,-1,1,0,1,0,0,1,1,1,1,1,-1,0,-1,0,1,1
851,-1,-1,0,1,-1,0,0,-1,0,0,0,-1,-1,-1,1,1,0,0,1,1,1
852,-1,0,0,1,1,-1,0,-1,0,1,1,0,1,0,0,0,0,0,1,1,1
853,1,1,0,1,0,0,1,0,1,0,-1,0,1,1,0,0,0,-1,0,0,1
854,0,-1,-1,0,1,1,0,1,1,0,-1,0,0,0,0,0,0,0,0,-1,0
855,0,0,0,0,1,-1,0,1,-1,-1,-1,-1,1,1,0,1,0,1,-1,0,0
856,0,0,0,1,0,1,0,0,0,1,0,0,0,-1,1,-1,1,0,1,-1,1
857,0,1,0,1,-1,0,1,-1,-1,1,-1,0,1,-1,0,0,-1,-1,0,1,0
858,1,-1,1,-1,0,1,-1,1,1,-1,0,0,1,1,-1,-1,0,0,1,0,1
859,-1,1,0,0,0,0,-1,1,-1,-1,0,-1,1,1,1,0,-1,0,1,1,1
860,0,0,-1,1,1,0,0,0,-1,0,-1,-1,1,1,1,-1,-1,1,-1,-1,0
861,1,0,0,1,1,1,-1,0,0,1,0,0,-1,0,1,0,0,0,0,0,0
862,-1,-1,0,1,-1,1,-1,0,1,0,-1,1,0,0,0,0,-1,0,1,1,1
863,0,1,0,0,1,1,1,1,0,-1,0,-1,1,1,1,0,1,0,0,1,1
864,-1,0,1,0,1,0,-1,0,1,0,0,-1,-1,1,1,0,0,-1,1,1,0
865,1,0,0,1,1,0,1,-1,0,0,0,1,0,0,0,0,1,0,0,0,1
866,-1,1,1,0,0,-1,-1,0,0,1,1,0,-1,0,1,0,1,0,0,0,0
867,1,0,0,0,0,0,-1,0,1,1,1,1,1,-1,1,1,0,0,1,-1,1
868,0,0,1,-1,1,0,-1,0,1,0,0,1,0,1,0,0,-1,1,1,-1,1
869,0,-1,-1,0,0,-1,-1,-1,-1,-1,0,1,0,0,-1,0,0,-1,1,1,1
870,0,0,0,-1,-1,0,0,0,-1,1,0,-1,0,-1,1,1,1,0,1,0,1
871,-1,-1,-1,0,-1,1,1,0,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,0
872,-1,1,1,-1,1,0,-1,-1,-1,1,0,0,-1,1,0,0,0,1,1,-1,0
873,1,-1,0,0,1,-1,0,1,0,-1,-1,0,0,1,0,1,0,1,0,-1,1
874,1,0,0,0,1,1,1,0,0,-1,0,-1,0,-1,0,-1,0,0,0,-1,0
875,0,1,1,0,0,-1,1,0,-1,0,0,0,1,1,0,0,1,1,0,1,0
876,0,-1,1,0,0,-1,0,0,-1,0,-1,1,-1,-1,0,-1,0,0,1,0,0
877,0,1,0,0,1,0,0,1,0,-1,1,1,0,0,0,0,-1,0,1,1,0
878,1,-1,0,1,0,1,1,-1,-1,0,0,-1,1,0,0,1,0,-1,1,0,1
879,0,0,0,-1,1,0,-1,0,0,-1,1,0,0,0,0,1,0,0,-1,1,0
880,0,0,0,-1,-1,0,1,-1,0,0,1,0,1,-1,-1,0,1,1,0,1,1
881,1,-1,-1,1,0,1,1,0,1,1,0,0,0,0,-1,0,0,-1,1,0,0
882,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,0,1,1,0,1,-1,1,1
883,1,1,-1,-1,0,0,0,1,-1,1,1,1,-1,1,0,0,0,0,0,-1,1
884,0,1,0,0,0,1,-1,1,1,-1,1,1,0,0,1,0,0,1,-1,-1,1
885,1,0,0,0,1,1,0,1,0,-1,-1,0,-1,1,0,0,1,0,1,0,0
886,-1,-1,1,1,-1,0,-1,0,-1,0,1,0,-1,0,0,0,1,0,1,1,1
887,0,1,0,-1,0,0,1,1,-1,-1,0,-1,-1,0,-1,-1,1,0,0,0,1
888,0,0,1,1,0,0,1,-1,-1,0,-1,1,0,0,-1,0,0,0,0,0,0
889,0,1,1,-1,-1,-1,-1,0,-1,1,0,1,1,-1,1,1,0,1,0,1,1
890,-1,0,-1,1,0,0,1,0,-1,0,1,-1,0,1,0,-1,-1,0,1,0,1
891,-1,-1,-1,-1,-1,0,1,-1,1,-1,0,1,0,1,1,1,0,0,1,-1,1
892,0,-1,0,-1,-1,-1,-1,-1,0,0,0,0,-1,1,-1,-1,1,-1,-1,-1,0
893,0,1,1,1,0,-1,1,-1,0,1,0,0,0,-1,0,0,0,1,0,0,1
894,0,1,0,0,1,0,0,0,0,-1,0,-1,-1,-1,0,1,1,1,0,1,0
895,1,1,0,1,-1,0,1,0,-1,-1,-1,0,-1,1,1,0,1,0,0,-1,0
896,0,1,1,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,1,1,1,0,0,1
897,0,0,-1,-1,0,0,0,-1,1,-1,1,1,-1,1,0,1,-1,0,-1,-1,0
898,0,-1,1,1,-1,1,-1,-1,-1,-1,-1,0,0,0,1,0,-1,0,-1,1,1
899,1,-1,-1,0,1,1,1,1,1,-1,0,0,0,1,0,1,-1,-1,1,0,0
900,-1,1,-1,1,1,-1,0,0,0,1,1,-1,1,0,-1,1,0,-1,1,1,0
901,-1,1,0,-1,1,0,1,0,1,0,0,0,-1,1,-1,-1,0,-1,0,0,0
902,1,0,1,1,0,0,1,1,1,-1,1,-1,-1,0,0,0,0,1,0,0,1
903,-1,1,0,-1,0,0,0,0,0,1,1,1,-1,-1,0,1,-1,0,0,-1,1
904,0,0,-1,1,1,1,0,1,0,1,-1,1,-1,0,1,0,0,1,0,1,1
905,-1,0,0,0,0,1,0,1,0,0,-1,0,0,-1,0,-1,0,1,1,1,1
906,1,-1,1,-1,-1,1,0,-1,0,0,1,0,-1,0,0,-1,0,0,-1,-1,1
907,-1,-1,-1,0,0,0,-1,0,0,0,0,0,1,1,1,-1,0,1,1,-1,1
908,-1,1,1,0,-1,0,-1,0,1,0,0,1,-1,-1,0,0,0,0,-1,1,1
909,1,1,-1,1,0,-1,1,0,-1,1,0,-1,-1,1,0,-1,1,-1,0,1,0
910,0,-1,-1,0,0,0,0,0,-1,0,-1,-1,1,0,0,1,0,0,-1,0,1
911,1,-1,1,0,0,0,0,0,1,1,1,0,0,0,-1,1,1,-1,1,-1,0
912,0,0,0,1,-1,1,0,0,-1,0,-1,1,1,-1,0,1,0,0,0,-1,0
913,1,-1,-1,1,-1,0,-1,1,-1,1,1,0,0,0,0,1,-1,0,-1,0,0
914,0,0,1,1,0,-1,0,0,0,1,1,0,-1,-1,1,0,-1,1,0,0,1
915,0,0,0,0,1,1,-1,0,1,-1,0,-1,1,0,1,-1,0,0,0,-1,1
916,1,1,1,-1,1,1,0,1,0,-1,0,0,-1,1,1,-1,0,1,0,-1,0
917,-1,1,1,1,1,1,0,-1,1,1,1,0,1,0,0,0,1,0,1,-1,0
918,-1,0,-1,0,0,0,-1,-1,0,0,0,1,0,1,-1,-1,1,0,0,-1,1
919,1,0,1,-1,1,0,-1,0,1,-1,0,0,0,0,0,0,-1,0,1,-1,1
920,-1,1,-1,0,-1,1,1,0,-1,-1,-1,0,1,0,-1,0,0,0,1,-1,1
921,-1,-1,0,1,-1,0,1,-1,-1,0,1,0,1,1,-1,0,1,0,0,0,0
922,-1,-1,0,-1,0,0,-1,1,-1,-1,0,0,1,0,0,-1,-1,1,-1,0,0
923,0,1,0,0,-1,0,0,-1,0,0,1,1,1,0,-1,-1,1,0,0,0,0
924,1,0,-1,1,-1,0,0,-1,0,1,0,0,1,0,-1,-1,-1,1,0,0,0
925,0,0,0,1,0,1,0,1,1,-1,1,1,0,-1,1,1,0,1,0,0,0
926,0,1,-1,0,0,0,1,1,-1,1,0,0,0,1,-1,-1,1,1,1,-1,1
927,-1,1,0,0,0,0,0,1,1,0,-1,1,0,1,-1,1,0,0,1,0,1
928,1,-1,-1,1,1,-1,1,1,1,1,0,0,0,1,0,-1,1,-1,-1,1,0
929,1,0,1,0,-1,0,-1,-1,0,0,0,-1,1,0,0,1,-1,0,-1,-1,1
930,-1,0,0,-1,1,1,-1,0,0,0,0,0,0,1,0,0,1,-1,0,-1,1
931,1,0,0,-1,0,0,0,0,0,1,1,1,-1,0,0,0,-1,0,0,0,0
932,1,0,-1,0,-1,-1,1,1,0,0,1,0,-1,0,1,0,0,0,0,1,0
933,1,1,0,1,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,1,0,0,1,1
934,0,1,-1,1,1,0,1,0,1,0,-1,1,-1,1,1,1,0,0,1,1,0
935,0,-1,1,1,1,0,0,0,1,0,0,1,1,-1,-1,1,1,1,-1,1,1
936,1,0,1,1,0,-1,0,-1,-1,1,1,0,1,0,1,0,1,0,-1,0,1
937,1,1,0,0,0,0,1,0,1,1,1,1,0,1,-1,-1,1,0,-1,-1,1
938,1,1,-1,1,0,0,-1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
939,0,1,1,0,0,1,-1,0,1,1,0,-1,0,1,-1,0,-1,-1,-1,0,0
940,-1,-1,0,0,0,0,-1,1,0,0,1,-1,-1,0,1,0,1,0,-1,-1,1
941,1,0,0,1,0,1,0,-1,0,-1,1,1,0,0,1,0,0,0,0,-1,0
942,-1,1,1,-1,1,-1,1,0,-1,1,0,1,-1,-1,-1,-1,1,-1,0,0,0
943,0,1,1,0,0,1,-1,1,-1,0,1,0,0,1,0,-1,-1,-1,1,0,0
944,0,-1,1,-1,0,0,0,-1,0,0,-1,1,0,0,0,0,0,1,1,0,0
945,1,0,1,0,0,-1,0,1,0,0,0,1,-1,0,1,-1,0,1,0,0,0
946,1,1,1,0,1,1,1,0,-1,0,1,-1,1,0,0,0,-1,0,1,1,0
947,0,-1,0,0,-1,0,1,1,0,1,-1,-1,-1,0,1,0,1,1,0,-1,1
948,0,-1,1,0,1,0,1,-1,-1,-1,-1,-1,-1,0,0,1,-1,1,0,1,0
949,-1,-1,0,1,-1,0,0,0,-1,1,-1,-1,0,0,0,1,0,-1,0,1,0
950,-1,1,0,0,1,-1,0,-1,0,0,0,0,0,0,-1,0,0,-1,1,-1,0
951,1,1,1,-1,0,-1,-1,0,1,-1,0,-1,1,1,0,0,1,0,0,0,0
952,0,0,1,1,1,0,0,-1,0,1,1,0,-1,0,1,1,0,0,1,1,0
953,-1,1,0,0,1,0,-1,1,-1,0,1,1,0,0,0,-1,1,1,1,0,0
954,1,1,-1,1,1,0,0,1,0,0,-1,0,0,1,1,-1,1,1,0,-1,1
955,0,0,0,1,-1,1,1,-1,1,-1,1,0,0,0,0,0,0,1,0,1,0
956,0,1,0,1,0,1,-1,0,0,1,1,-1,0,1,0,0,0,0,-1,0,0
957,0,1,0,1,-1,-1,0,0,-1,1,0,1,-1,1,1,-1,1,1,0,0,1
958,1,0,0,1,1,0,-1,1,1,0,0,-1,1,0,-1,-1,1,0,0,1,0
959,1,1,1,-1,-1,0,0,1,0,0,0,-1,-1,0,0,0,0,-1,1,0,1
960,0,0,1,1,0,1,-1,1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,0,0
961,-1,1,0,0,0,0,0,-1,0,-1,0,-1,0,0,0,-1,0,0,0,-1,0
962,0,0,1,-1,0,0,-1,-1,1,0,0,1,0,1,0,1,1,1,-1,0,0
963,-1,1,1,0,0,0,0,0,0,0,0,0,-1,1,-1,0,-1,0,1,-1,0
964,0,1,1,1,1,-1,1,-1,1,1,0,1,-1,1,0,0,1,0,-1,1,1
965,0,1,0,-1,0,-1,1,0,1,-1,1,0,-1,0,0,-1,-1,0,1,1,1
966,-1,1,0,1,1,-1,0,-1,1,1,1,-1,0,-1,1,1,1,0,0,-1,1
967,1,1,0,-1,0,-1,0,-1,0,-1,0,1,1,1,1,0,0,0,0,1,1
968,-1,1,0,0,1,1,0,-1,0,1,1,1,1,-1,0,0,0,-1,1,1,0
969,1,-1,1,0,0,0,-1,1,0,0,0,1,0,-1,-1,0,0,0,-1,0,1
970,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,-1,-1,0
971,1,0,0,-1,0,0,0,0,0,-1,0,-1,1,0,0,0,-1,1,-1,1,1
972,1,1,0,0,0,0,-1,1,1,0,0,0,-1,-1,0,0,-1,0,0,1,1
973,0,1,1,0,-1,1,0,-1,0,0,1,0,0,-1,1,1,0,0,1,0,0
974,1,-1,1,0,0,-1,-1,1,0,1,-1,0,0,0,0,0,-1,1,0,0,1
975,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,-1,-1,0
976,1,1,0,1,0,-1,-1,1,0,0,1,0,1,0,0,0,-1,-1,1,0,0
977,-1,-1,-1,0,0,0,1,1,0,0,1,1,0,-1,-1,0,0,0,-1,-1,1
978,1,1,0,-1,0,1,1,1,1,-1,-1,0,0,0,-1,0,-1,-1,0,1,0
979,0,-1,0,1,0,0,1,-1,-1,0,-1,0,1,1,1,0,1,-1,-1,0,1
980,1,-1,-1,-1,1,1,1,-1,1,0,0,0,1,-1,0,-1,0,0,1,-1,1
981,0,-1,-1,-1,1,1,-1,-1,-1,0,-1,1,1,0,-1,0,1,1,1,0,0
982,1,1,-1,1,1,1,1,1,-1,0,-1,0,1,0,0,1,0,-1,0,0,1
983,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,-1,-1,-1,1,0
984,1,1,0,-1,0,1,-1,1,0,1,-1,-1,1,0,1,-1,1,1,0,0,1
985,1,1,1,0,-1,0,-1,1,0,0,1,1,-1,-1,1,0,0,1,-1,1,0
986,0,1,-1,1,0,0,1,0,-1,-1,0,1,0,0,0,-1,1,-1,1,0,0
987,1,0,1,0,0,1,0,1,1,0,1,0,-1,1,0,1,0,1,0,1,0
988,-1,0,1,0,-1,-1,1,0,1,0,0,1,-1,0,0,0,1,1,-1,0,0
989,0,-1,0,0,1,0,-1,1,-1,1,0,0,-1,0,0,0,0,1,0,0,0
990,1,0,-1,1,1,-1,0,-1,0,-1,1,0,0,1,0,0,0,0,0,0,0
991,-1,1,1,0,0,1,0,0,1,0,0,-1,0,-1,1,1,1,-1,1,0,1
992,-1,0,0,-1,0,0,-1,0,0,-1,1,1,0,-1,-1,-1,0,-1,1,0,0
993,-1,0,0,-1,-1,1,1,0,0,0,0,0,0,0,-1,-1,0,1,0,0,1
994,0,0,0,1,0,0,0,0,0,-1,-1,1,0,-1,-1,-1,0,0,-1,1,1
995,0,0,0,1,1,1,1,0,-1,1,1,0,0,0,0,1,-1,1,0,0,1
996,0,0,0,1,-1,1,1,0,0,0,-1,0,0,0,0,-1,0,1,0,-1,0
997,1,0,-1,0,-1,0,0,-1,0,1,1,1,0,1,-1,0,1,0,1,1,0
998,1,0,0,-1,0,1,1,0,0,-1,1,0,0,1,-1,0,1,-1,-1,-1,0
999,-1,1,1,0,1,1,1,0,1,1,0,1,-1,-1,-1,1,1,0,0,-1,1
1000,1,0,1,1,1,0,0,1,-1,0,-1,0,0,-1,-1,-1,1,0,0,-1,1
1001,1,0,0,-1,-1,1,1,0,-1,-1,-1,0,0,1,0,0,1,-1,1,0,1
1002,1,1,1,0,1,0,0,0,0,1,-1,1,0,0,0,1,0,-1,1,-1,0
1003,-1,-1,0,0,0,0,1,1,1,1,-1,-1,1,0,1,0,0,0,1,-1,0
1004,1,0,1,1,1,-1,1,0,-1,1,0,0,-1,0,-1,0,1,-1,-1,0,0
1005,-1,-1,0,0,0,-1,-1,0,0,-1,0,0,0,1,0,1,1,0,1,1,0
1006,1,-1,1,0,1,1,1,1,1,1,0,0,0,0,-1,-1,0,0,1,-1,1
1007,1,-1,1,1,0,0,1,0,0,0,1,0,0,0,-1,0,-1,-1,0,1,1
1008,-1,0,1,1,0,1,1,0,1,-1,1,0,0,1,1,0,0,0,1,0,1
1009,-1,-1,-1,0,-1,1,0,1,-1,0,1,0,1,-1,0,-1,0,1,0,-1,1
1010,1,1,1,0,0,0,1,-1,1,1,0,0,1,0,1,1,0,0,-1,0,0
1011,1,0,-1,0,0,-1,0,0,1,0,-1,1,1,0,1,0,1,-1,-1,-1,1
1012,1,-1,1,1,-1,0,0,0,-1,1,0,0,1,0,1,1,0,-1,-1,0,0
1013,0,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,-1,0,0,1,-1,-1,1
1014,0,0,-1,0,0,0,0,1,1,0,-1,-1,-1,-1,0,0,-1,-1,-1,0,0
1015,0,0,-1,0,-1,-1,0,0,1,0,0,0,-1,0,0,-1,0,0,-1,1,1
1016,-1,-1,-1,1,-1,1,0,0,-1,0,0,-1,0,1,-1,0,0,-1,0,0,1
1017,1,0,0,1,1,0,-1,0,1,0,0,1,0,0,-1,-1,0,-1,1,1,0
1018,0,0,1,-1,0,1,1,1,0,0,-1,-1,1,-1,-1,0,-1,0,0,-1,0
1019,1,1,0,0,-1,1,1,0,0,-1,0,0,1,0,-1,1,-1,0,1,1,0
1020,1,1,1,1,0,0,0,-1,-1,1,1,-1,1,-1,0,0,1,1,1,0,0
1021,0,0,1,1,1,-1,1,0,-1,0,0,0,0,1,-1,-1,-1,0,1,0,1
1022,0,0,1,1,-1,0,1,-1,1,0,-1,-1,-1,0,1,0,0,-1,0,0,0
1023,1,1,1,0,-1,0,1,0,-1,-1,0,-1,0,0,0,0,1,-1,-1,1,0
1024,-1,1,0,1,-1,-1,0,1,0,1,0,0,1,1,1,-1,0,1,0,1,1
1025,0,-1,-1,0,-1,-1,1,1,1,0,-1,1,1,0,-1,0,-1,-1,0,0,0
1026,-1,1,-1,-1,1,1,1,1,-1,0,1,0,0,0,1,0,-1,0,1,1,1
1027,1,0,0,0,0,-1,1,0,-1,0,0,0,1,0,1,0,1,1,0,1,0
1028,0,-1,0,0,1,1,0,0,0,-1,-1,1,-1,-1,0,0,-1,-1,1,-1,1
1029,1,1,1,-1,-1,0,1,0,1,-1,0,0,0,0,-1,0,0,0,0,0,1
1030,-1,0,1,-1,-1,0,-1,1,1,0,-1,0,1,0,0,0,0,1,-1,0,1
1031,1,-1,0,1,1,-1,0,-1,1,-1,0,1,0,0,1,-1,1,-1,-1,-1,0
1032,0,-1,0,1,1,-1,0,-1,-1,1,1,0,1,1,1,1,0,1,-1,0,1
1033,-1,-1,1,0,0,0,0,0,-1,0,0,0,1,0,0,-1,0,0,1,1,1
1034,-1,1,1,-1,1,-1,1,1,0,0,0,1,1,1,1,-1,0,0,0,-1,1
1035,0,0,-1,0,0,0,0,-1,0,0,0,0,1,0,-1,-1,0,0,0,0,1
1036,0,0,0,0,1,1,0,0,-1,0,0,0,0,0,-1,-1,-1,0,-1,0,0
1037,1,1,0,0,1,0,-1,1,1,-1,0,1,1,0,0,1,1,0,-1,0,1
1038,0,0,-1,0,0,-1,-1,-1,0,0,0,0,0,0,1,-1,0,0,1,-1,1
1039,1,0,1,0,0,1,-1,0,-1,-1,1,0,0,1,1,0,0,1,0,0,1
1040,-1,1,0,0,0,-1,0,1,0,1,0,0,-1,1,0,1,1,-1,0,0,0
1041,-1,0,-1,-1,0,1,1,1,0,0,-1,-1,1,-1,0,0,1,1,0,0,0
1042,1,0,-1,0,1,0,0,1,0,-1,1,0,0,1,-1,-1,-1,0,1,0,0
1043,1,0,1,1,1,-1,0,0,0,0,0,0,0,0,-1,1,1,0,1,0,0
1044,0,0,1,0,1,0,0,0,1,-1,-1,1,-1,-1,1,0,1,-1,1,1,1
1045,0,-1,0,0,0,1,1,1,1,0,0,-1,0,0,1,-1,1,0,-1,0,0
1046,0,0,1,1,-1,1,0,-1,0,1,1,-1,-1,-1,1,1,1,0,0,1,1
1047,-1,1,0,1,0,-1,-1,0,0,0,0,1,-1,1,1,0,1,1,1,1,0
1048,0,0,0,0,-1,0,1,0,1,-1,-1,0,-1,1,1,-1,0,0,0,-1,1
1049,0,-1,-1,-1,-1,1,-1,-1,0,0,0,0,-1,0,0,0,0,1,1,0,1
1050,0,1,1,-1,-1,1,0,0,0,-1,1,0,0,-1,1,1,1,-1,1,1,1
1051,1,1,0,0,0,0,0,1,0,1,0,1,1,-1,1,0,0,-1,1,0,0
1052,1,0,-1,-1,0,1,0,-1,-1,0,0,-1,0,0,-1,0,-1,1,0,1,0
1053,0,0,-1,-1,1,1,0,0,0,0,1,-1,0,-1,1,1,0,0,0,0,0
1054,-1,0,-1,0,0,-1,0,-1,-1,0,0,-1,-1,0,1,-1,1,1,-1,0,0
1055,0,0,1,1,1,0,-1,-1,0,1,0,1,0,1,0,0,0,-1,0,-1,1
1056,-1,1,0,0,0,-1,0,0,0,0,1,0,1,-1,0,0,1,1,1,0,1
1057,0,1,1,-1,-1,1,0,0,-1,0,1,1,0,-1,0,-1,1,0,0,0,1
1058,-1,-1,-1,-1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,-1,1
1059,1,-1,0,-1,0,0,0,0,1,0,1,1,-1,-1,-1,1,0,1,1,1,0
1060,0,0,0,-1,1,1,0,0,1,1,1,0,1,-1,-1,0,0,-1,0,1,0
1061,1,-1,0,-1,1,-1,-1,1,0,1,1,1,1,1,0,1,1,1,-1,0,1
1062,1,-1,0,1,0,0,1,1,0,-1,-1,1,0,1,0,0,0,-1,0,-1,0
1063,1,-1,-1,-1,0,1,0,0,0,-1,-1,1,0,0,1,1,1,0,-1,0,0
1064,0,1,0,0,0,0,-1,-1,1,-1,1,-1,0,1,-1,-1,0,-1,0,0,1
1065,1,-1,-1,-1,0,-1,-1,0,1,1,1,1,-1,-1,-1,0,0,-1,-1,0,1
1066,1,1,0,1,-1,0,0,0,0,0,0,0,0,0,1,-1,0,0,-1,1,0
1067,0,0,0,0,0,0,-1,1,-1,-1,0,1,0,0,0,0,1,-1,0,0,1
1068,-1,0,0,0,0,0,1,1,1,0,-1,-1,0,0,0,1,-1,0,0,0,0
1069,1,-1,0,1,0,0,0,1,-1,-1,0,-1,1,0,0,0,1,1,0,-1,1
1070,1,-1,1,0,0,1,1,1,0,0,1,1,0,0,-1,0,0,0,1,1,1
1071,-1,0,1,1,-1,-1,-1,0,1,0,-1,1,0,0,1,-1,-1,0,1,1,0
1072,0,0,0,0,1,1,0,-1,1,0,-1,-1,-1,0,-1,1,0,0,-1,1,0
1073,1,1,0,1,1,-1,1,1,-1,0,1,0,-1,0,0,-1,1,0,-1,-1,1
1074,1,1,1,0,1,1,1,1,1,0,0,1,-1,1,-1,-1,0,0,0,1,0
1075,1,0,-1,0,0,-1,1,1,0,1,-1,1,0,1,-1,1,0,0,0,1,0
1076,1,1,0,-1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0
1077,-1,0,0,0,0,-1,1,0,0,1,0,1,-1,0,0,0,0,1,1,1,0
1078,-1,0,0,-1,-1,0,1,0,-1,-1,0,0,0,-1,0,-1,0,0,0,-1,1
1079,0,1,-1,0,1,0,0,1,1,0,1,1,1,0,0,-1,1,0,-1,-1,1
1080,0,0,-1,0,-1,0,1,0,0,0,-1,0,-1,0,1,0,1,0,1,0,0
1081,0,-1,1,1,0,1,-1,0,-1,0,1,0,1,0,-1,0,0,1,0,1,1
1082,0,-1,0,1,1,0,0,-1,-1,0,1,-1,1,-1,0,0,0,-1,0,0,1
1083,0,1,1,-1,1,-1,0,1,0,1,0,-1,-1,-1,0,-1,0,1,1,0,0
1084,0,-1,0,0,0,0,0,1,-1,1,0,-1,1,1,1,0,1,-1,1,1,0
1085,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,1,0,1
1086,0,0,-1,1,1,-1,0,1,0,-1,1,-1,0,-1,0,1,-1,-1,0,-1,1
1087,-1,-1,-1,-1,-1,1,1,1,0,0,1,-1,1,-1,0,-1,0,-1,0,1,1
1088,-1,0,0,1,1,0,0,-1,0,1,-1,0,-1,1,-1,1,0,-1,0,1,0
1089,0,0,0,0,0,0,0,1,-1,-1,0,-1,1,0,0,1,0,1,1,1,0
1090,-1,1,0,0,-1,0,0,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,0,1
1091,-1,0,-1,-1,0,0,1,0,-1,0,0,-1,1,1,-1,-1,0,0,0,-1,1
1092,0,0,-1,0,0,-1,1,-1,1,1,1,-1,0,-1,1,0,0,-1,0,0,1
1093,0,0,-1,1,0,-1,0,0,0,-1,1,0,0,0,1,1,-1,0,0,1,1
1094,0,0,0,0,-1,0,1,1,1,0,-1,1,0,0,0,0,0,0,-1,0,1
1095,0,0,0,0,1,1,0,1,-1,1,0,0,0,0,-1,1,1,1,0,0,0
1096,-1,0,1,1,0,0,0,0,0,1,-1,0,0,1,0,-1,1,1,1,1,0
1097,0,0,0,0,-1,0,1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,1,0
1098,0,1,1,1,-1,1,-1,0,0,0,1,-1,0,0,0,0,0,-1,0,1,1
1099,0,0,-1,0,1,1,0,1,1,-1,0,0,1,0,-1,0,0,0,0,0,1
1100,1,1,1,0,-1,0,-1,1,-1,1,0,0,-1,0,1,0,1,0,-1,0,0
1101,0,0,1,0,-1,0,-1,-1,1,0,0,-1,1,0,-1,1,0,1,0,1,1
1102,0,-1,1,-1,1,0,-1,-1,0,1,0,0,1,0,1,0,1,1,0,0,0
1103,1,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,1,0,1,-1,1,0
1104,-1,0,0,-1,1,1,-1,-1,0,-1,0,-1,0,1,-1,0,0,1,-1,-1,0
1105,0,-1,1,-1,1,-1,0,-1,0,0,0,0,1,1,-1,1,1,-1,1,-1,0
1106,-1,-1,1,0,0,1,-1,0,0,0,1,1,1,0,0,-1,0,0,1,1,0
1107,1,1,-1,1,1,1,1,1,1,-1,-1,0,0,0,0,-1,0,0,-1,1,1
1108,0,0,0,0,1,-1,0,0,0,0,-1,1,1,1,1,-1,0,-1,-1,-1,1
1109,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0
1110,-1,0,-1,1,1,0,1,-1,-1,1,1,-1,1,0,1,-1,0,-1,1,-1,1
1111,1,-1,0,0,-1,1,0,0,0,0,1,-1,1,1,1,0,1,-1,-1,-1,0
1112,-1,-1,0,1,0,-1,0,-1,1,1,-1,0,0,1,1,0,-1,0,0,1,0
1113,1,0,0,1,0,-1,1,0,-1,0,1,0,-1,-1,-1,1,-1,0,1,1,1
1114,0,-1,1,0,0,1,-1,-1,1,-1,1,-1,-1,-1,1,0,-1,1,-1,-1,1
1115,1,1,0,0,0,0,-1,1,0,-1,0,-1,-1,1,0,0,0,1,-1,0,1
1116,1,1,1,0,0,1,-1,-1,0,1,-1,0,-1,0,1,-1,0,1,0,1,1
1117,1,-1,1,1,-1,1,-1,0,0,1,0,1,-1,0,-1,0,1,1,1,0,1
1118,0,0,0,0,0,0,1,0,0,1,1,-1,-1,1,1,0,0,-1,1,1,0
1119,1,-1,0,0,-1,-1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1
1120,-1,1,0,1,0,0,0,1,0,1,-1,0,0,0,-1,0,1,-1,1,1,1
1121,1,0,-1,1,0,1,-1,0,0,0,0,0,-1,-1,0,0,1,0,1,0,1
1122,0,0,0,0,-1,1,1,-1,-1,0,0,0,0,0,-1,0,0,1,1,1,1
1123,0,1,1,0,0,-1,1,-1,0,-1,-1,-1,0,0,0,1,-1,-1,0,0,1
1124,1,0,1,1,1,1,0,0,1,0,0,-1,-1,-1,1,0,1,1,1,0,1
1125,1,1,1,1,1,0,0,1,0,1,-1,1,0,0,-1,-1,1,0,-1,-1,0
1126,1,1,0,0,-1,0,1,1,0,1,1,-1,1,0,-1,0,-1,0,1,1,1
